Date	Source	Country	Strength	Sentiment	Passion	Reach
6/19/2016	all	Maldives	28	2:01	48	18
6/19/2016	blogs	Mali	3	1:00	0	3
6/19/2016	microblogs	Mali	100	4:01	9	134
6/19/2016	bookmarks	Mali	28	1:01	40	26
6/19/2016	images	Mali	100	3:00	37	56
6/19/2016	all	Mali	53	2:01	36	36
6/19/2016	blogs	Malta	4	1:00	0	4
6/19/2016	microblogs	Malta	NA	NA	NA	NA
6/19/2016	bookmarks	Malta	18	2:01	31	26
6/19/2016	images	Malta	100	2:00	79	21
6/19/2016	all	Malta	79	4:01	42	48
6/19/2016	blogs	Marshall Islands	4	0:00	0	4
6/19/2016	microblogs	Marshall Islands	100	3:01	6	178
6/19/2016	bookmarks	Marshall Islands	4	3:00	0	14
6/19/2016	images	Marshall Islands	60	0:00	48	29
6/19/2016	all	Marshall Islands	31	3:00	40	20
6/19/2016	blogs	Mauritania	6	0:00	0	0
6/19/2016	microblogs	Mauritania	100	18:01	9	174
6/19/2016	bookmarks	Mauritania	6	1:03	15	22
6/19/2016	images	Mauritania	100	0:00	37	118
6/19/2016	all	Mauritania	98	5:01	22	79
6/19/2016	blogs	Mauritius	2	0:00	0	2
6/19/2016	microblogs	Mauritius	NA	NA	NA	NA
6/19/2016	bookmarks	Mauritius	8	3:00	38	22
6/19/2016	images	Mauritius	100	4:01	69	28
6/19/2016	all	Mauritius	65	7:01	63	27
6/19/2016	blogs	Mexico	5	1:01	0	1
6/19/2016	microblogs	Mexico	90	2:01	2	88
6/19/2016	bookmarks	Mexico	34	3:00	11	30
6/19/2016	images	Mexico	100	4:01	10	90
6/19/2016	all	Mexico	61	5:01	10	53
6/19/2016	blogs	Micronesia	NA	NA	NA	NA
6/19/2016	microblogs	Micronesia	100	0:00	9	164
6/19/2016	bookmarks	Micronesia	6	5:01	16	30
6/19/2016	images	Micronesia	100	0:00	32	106
6/19/2016	all	Micronesia	80	6:01	29	68
6/19/2016	blogs	Moldova	6	1:00	33	4
6/19/2016	microblogs	Moldova	100	4:01	17	122
6/19/2016	bookmarks	Moldova	4	4:01	5	32
6/19/2016	images	Moldova	90	1:00	70	26
6/19/2016	all	Moldova	62	6:01	58	30
6/19/2016	blogs	Monaco	2	2:00	0	1
6/19/2016	microblogs	Monaco	100	7:00	1	140
6/19/2016	bookmarks	Monaco	28	3:01	9	38
6/19/2016	images	Monaco	100	0:00	68	31
6/19/2016	all	Monaco	75	7:01	36	49
6/19/2016	blogs	Mongolia	4	3:01	0	4
6/19/2016	microblogs	Mongolia	100	12:01	9	176
6/19/2016	bookmarks	Mongolia	26	9:01	5	36
6/19/2016	images	Mongolia	70	0:00	65	24
6/19/2016	all	Mongolia	60	8:01	21	49
6/19/2016	blogs	Montenegro	4	1:01	25	3
6/19/2016	microblogs	Montenegro	100	61:01:00	4	174
6/19/2016	bookmarks	Montenegro	8	8:00	20	32
6/19/2016	images	Montenegro	84	1:01	80	16
6/19/2016	all	Montenegro	73	12:01	38	49
6/19/2016	blogs	Morocco	2	1:01	0	2
6/19/2016	microblogs	Morocco	NA	NA	NA	NA
6/19/2016	bookmarks	Morocco	34	8:00	10	34
6/19/2016	images	Morocco	70	0:00	46	37
6/19/2016	all	Morocco	74	12:01	34	49
6/19/2016	blogs	Mozambique	4	1:00	0	4
6/19/2016	microblogs	Mozambique	100	4:00	16	166
6/19/2016	bookmarks	Mozambique	10	8:01	16	30
6/19/2016	images	Mozambique	72	2:00	63	26
6/19/2016	all	Mozambique	52	11:01	52	29
6/19/2016	blogs	Myanmar	2	1:01	0	2
6/19/2016	microblogs	Myanmar	100	1:31	16	148
6/19/2016	bookmarks	Myanmar	18	7:00	13	38
6/19/2016	images	Myanmar	46	0:00	61	18
6/19/2016	all	Myanmar	67	1:03	32	48
6/19/2016	blogs	Namibia	7	3:01	83	1
6/19/2016	microblogs	Namibia	NA	NA	NA	NA
6/19/2016	bookmarks	Namibia	4	5:00	22	34
6/19/2016	images	Namibia	100	1:00	53	58
6/19/2016	all	Namibia	36	9:01	48	24
6/19/2016	blogs	Nauru	1	0:00	0	1
6/19/2016	microblogs	Nauru	100	1:02	15	166
6/19/2016	bookmarks	Nauru	0	1:00	10	18
6/19/2016	images	Nauru	100	0:00	38	102
6/19/2016	all	Nauru	73	1:01	25	58
6/19/2016	blogs	Nepal	5	3:00	0	4
6/19/2016	microblogs	Nepal	100	7:01	22	130
6/19/2016	bookmarks	Nepal	40	4:01	0	40
6/19/2016	images	Nepal	100	1:00	91	9
6/19/2016	all	Nepal	84	6:01	52	40
6/19/2016	blogs	Netherlands	6	2:00	0	2
6/19/2016	microblogs	Netherlands	NA	NA	NA	NA
6/19/2016	bookmarks	Netherlands	38	2:01	5	36
6/19/2016	images	Netherlands	100	0:00	81	38
6/19/2016	all	Netherlands	63	2:01	67	20
6/19/2016	blogs	Holland	6	3:00	0	5
6/19/2016	microblogs	Holland	100	19:01	3	164
6/19/2016	bookmarks	Holland	42	2:01	14	36
6/19/2016	images	Holland	44	1:01	29	31
6/19/2016	all	Holland	46	3:01	24	34
6/19/2016	blogs	New Zealand	12	1:01	40	3
6/19/2016	microblogs	New Zealand	100	4:01	1	182
6/19/2016	bookmarks	New Zealand	30	2:01	20	24
6/19/2016	images	New Zealand	100	1:04	68	32
6/19/2016	all	New Zealand	64	1:01	61	23
6/19/2016	blogs	Nicaragua	5	2:00	20	4
6/19/2016	microblogs	Nicaragua	100	3:01	16	162
6/19/2016	bookmarks	Nicaragua	30	4:01	15	32
6/19/2016	images	Nicaragua	88	0:00	39	32
6/19/2016	all	Nicaragua	68	4:01	24	53
6/19/2016	blogs	Niger	5	1:00	0	5
6/19/2016	microblogs	Niger	100	1:01	38	110
6/19/2016	bookmarks	Niger	6	5:00	31	26
6/19/2016	images	Niger	65	2:00	35	39
6/19/2016	all	Niger	63	4:01	35	45
6/19/2016	blogs	Nigeria	4	0:00	0	4
6/19/2016	microblogs	Nigeria	NA	NA	NA	NA
6/19/2016	bookmarks	Nigeria	40	1:01	40	26
6/19/2016	images	Nigeria	100	5:01	46	54
6/19/2016	all	Nigeria	74	2:01	36	48
6/19/2016	blogs	North Korea	2	1:02	0	2
6/19/2016	microblogs	North Korea	100	3:01	6	180
6/19/2016	bookmarks	North Korea	40	1:03	10	36
6/19/2016	images	North Korea	73	6:00	35	41
6/19/2016	all	North Korea	43	1:01	29	31
6/19/2016	blogs	Norway	2	2:00	0	0
6/19/2016	microblogs	Norway	NA	NA	NA	NA
6/19/2016	bookmarks	Norway	36	1:02	11	32
6/19/2016	images	Norway	100	1:00	52	96
6/19/2016	all	Norway	60	1:01	45	33
6/19/2016	blogs	Oman	1	0:00	0	1
6/19/2016	microblogs	Oman	100	2:00	20	106
6/19/2016	bookmarks	Oman	10	5:01	35	26
6/19/2016	images	Oman	100	2:00	77	23
6/19/2016	all	Oman	70	9:01	52	36
6/19/2016	blogs	Pakistan	13	1:01	42	4
6/19/2016	microblogs	Pakistan	NA	NA	NA	NA
6/19/2016	bookmarks	Pakistan	40	1:01	15	34
6/19/2016	images	Pakistan	100	0:00	71	28
6/19/2016	all	Pakistan	66	1:01	61	24
6/19/2016	blogs	Palau	2	0:00	0	2
6/19/2016	microblogs	Palau	NA	NA	NA	NA
6/19/2016	bookmarks	Palau	10	5:01	21	30
6/19/2016	images	Palau	76	0:00	71	21
6/19/2016	all	Palau	84	3:01	37	56
6/19/2016	blogs	Panama	8	2:00	66	2
6/19/2016	microblogs	Panama	NA	NA	NA	NA
6/19/2016	bookmarks	Panama	36	3:01	15	32
6/19/2016	images	Panama	100	2:00	67	33
6/19/2016	all	Panama	64	4:01	59	26
6/19/2016	blogs	Papua New Guinea	6	1:01	0	0
6/19/2016	microblogs	Papua New Guinea	NA	NA	NA	NA
6/19/2016	bookmarks	Papua New Guinea	2	4:01	12	28
6/19/2016	images	Papua New Guinea	100	2:00	53	74
6/19/2016	all	Papua New Guinea	87	5:01	26	68
6/19/2016	blogs	Paraguay	2	1:00	0	0
6/19/2016	microblogs	Paraguay	100	2:00	9	152
6/19/2016	bookmarks	Paraguay	2	4:01	19	34
6/19/2016	images	Paraguay	72	0:00	40	40
6/19/2016	all	Paraguay	46	4:01	35	38
6/19/2016	blogs	Peru	3	4:01	0	2
6/19/2016	microblogs	Peru	NA	NA	NA	NA
6/19/2016	bookmarks	Peru	42	2:01	42	24
6/19/2016	images	Peru	100	3:00	60	80
6/19/2016	all	Peru	67	3:01	43	38
6/19/2016	blogs	Philippines	4	1:01	0	2
6/19/2016	microblogs	Philippines	100	2:01	6	186
6/19/2016	bookmarks	Philippines	38	1:02	10	34
6/19/2016	images	Philippines	100	0:01	53	68
6/19/2016	all	Philippines	78	1:01	24	58
6/19/2016	blogs	Poland	9	1:02	0	4
6/19/2016	microblogs	Poland	100	10:01	3	174
6/19/2016	bookmarks	Poland	42	5:01	9	38
6/19/2016	images	Poland	100	1:00	81	19
6/19/2016	all	Poland	88	4:01	41	51
6/19/2016	blogs	Portugal	10	4:00	0	2
6/19/2016	microblogs	Portugal	100	4:01	9	166
6/19/2016	bookmarks	Portugal	38	2:01	10	34
6/19/2016	images	Portugal	100	0:00	92	8
6/19/2016	all	Portugal	89	5:01	46	46
6/19/2016	blogs	Qatar	6	2:01	0	2
6/19/2016	microblogs	Qatar	NA	NA	NA	NA
6/19/2016	bookmarks	Qatar	38	1:01	15	32
6/19/2016	images	Qatar	48	4:00	46	16
6/19/2016	all	Qatar	40	1:01	19	31
6/19/2016	blogs	Romania	11	2:01	0	2
6/19/2016	microblogs	Romania	NA	NA	NA	NA
6/19/2016	bookmarks	Romania	40	2:01	0	40
6/19/2016	images	Romania	92	1:00	63	33
6/19/2016	all	Romania	86	2:01	29	59
6/19/2016	blogs	Russian Federation	5	1:02	25	3
6/19/2016	microblogs	Russian Federation	NA	NA	NA	NA
6/19/2016	bookmarks	Russian Federation	8	12:00	47	20
6/19/2016	images	Russian Federation	100	1:01	25	84
6/19/2016	all	Russian Federation	65	4:01	21	56
6/19/2016	blogs	Rwanda	4	1:00	0	4
6/19/2016	microblogs	Rwanda	NA	NA	NA	NA
6/19/2016	bookmarks	Rwanda	6	3:01	0	38
6/19/2016	images	Rwanda	100	1:00	63	26
6/19/2016	all	Rwanda	81	6:01	32	61
6/19/2016	blogs	Saint Kitts and Nevis	9	3:01	0	9
6/19/2016	microblogs	Saint Kitts and Nevis	NA	NA	NA	NA
6/19/2016	bookmarks	Saint Kitts and Nevis	NA	NA	NA	NA
6/19/2016	images	Saint Kitts and Nevis	100	5:00	49	94
6/19/2016	all	Saint Kitts and Nevis	55	18:01	33	66
6/19/2016	blogs	Saint Lucia	6	1:00	0	6
6/19/2016	microblogs	Saint Lucia	100	10:01	15	168
6/19/2016	bookmarks	Saint Lucia	2	3:00	40	6
6/19/2016	images	Saint Lucia	100	3:00	73	50
6/19/2016	all	Saint Lucia	76	13:01	42	48
6/19/2016	blogs	Saint Vincent and the Grenadines	11	3:00	0	9
6/19/2016	microblogs	Saint Vincent and the Grenadines	NA	NA	NA	NA
6/19/2016	bookmarks	Saint Vincent and the Grenadines	NA	NA	NA	NA
6/19/2016	images	Saint Vincent and the Grenadines	100	3:00	51	96
6/19/2016	all	Saint Vincent and the Grenadines	56	12:00	36	49
6/19/2016	blogs	Samoa	0	0:00	0	0
6/19/2016	microblogs	Samoa	NA	NA	NA	NA
6/19/2016	bookmarks	Samoa	16	15:00	0	38
6/19/2016	images	Samoa	92	2:00	55	40
6/19/2016	all	Samoa	77	19:00	30	57
6/19/2016	blogs	San Marino	2	0:01	0	2
6/19/2016	microblogs	San Marino	100	1:01	25	150
6/19/2016	bookmarks	San Marino	4	2:01	12	28
6/19/2016	images	San Marino	100	2:00	61	38
6/19/2016	all	San Marino	51	2:01	53	27
6/19/2016	blogs	Sao Tome and Principe	4	0:00	50	2
6/19/2016	microblogs	Sao Tome and Principe	28	1:00	17	76
6/19/2016	bookmarks	Sao Tome and Principe	2	2:00	0	6
6/19/2016	images	Sao Tome and Principe	100	2:00	47	90
6/19/2016	all	Sao Tome and Principe	51	5:00	36	44
6/19/2016	blogs	Saudi Arabia	6	1:01	0	2
6/19/2016	microblogs	Saudi Arabia	100	1:03	4	122
6/19/2016	bookmarks	Saudi Arabia	28	1:03	14	24
6/19/2016	images	Saudi Arabia	52	0:00	83	7
6/19/2016	all	Saudi Arabia	32	1:02	64	11
6/19/2016	blogs	Senegal	1	0:00	0	1
6/19/2016	microblogs	Senegal	90	3:00	8	82
6/19/2016	bookmarks	Senegal	10	2:01	13	26
6/19/2016	images	Senegal	100	1:01	32	106
6/19/2016	all	Senegal	51	3:01	21	43
6/19/2016	blogs	Serbia	2	1:00	0	0
6/19/2016	microblogs	Serbia	100	7:01	2	180
6/19/2016	bookmarks	Serbia	36	2:00	22	28
6/19/2016	images	Serbia	100	2:00	57	42
6/19/2016	all	Serbia	100	11:01	30	73
6/19/2016	blogs	Seychelles	2	0:00	0	2
6/19/2016	microblogs	Seychelles	100	4:00	8	108
6/19/2016	bookmarks	Seychelles	2	4:00	16	10
6/19/2016	images	Seychelles	100	0:00	84	16
6/19/2016	all	Seychelles	66	8:00	53	32
6/19/2016	blogs	Sierra Leone	4	2:00	0	4
6/19/2016	microblogs	Sierra Leone	100	16:01	13	152
6/19/2016	bookmarks	Sierra Leone	20	4:01	20	32
6/19/2016	images	Sierra Leone	38	0:00	26	28
6/19/2016	all	Sierra Leone	49	9:01	16	44
6/19/2016	blogs	Singapore	6	2:00	0	6
6/19/2016	microblogs	Singapore	NA	NA	NA	NA
6/19/2016	bookmarks	Singapore	40	2:01	20	32
6/19/2016	images	Singapore	100	1:00	61	39
6/19/2016	all	Singapore	100	4:01	31	73
6/19/2016	blogs	Slovakia	3	2:00	0	3
6/19/2016	microblogs	Slovakia	NA	NA	NA	NA
6/19/2016	bookmarks	Slovakia	42	6:01	19	34
6/19/2016	images	Slovakia	66	0:00	88	7
6/19/2016	all	Slovakia	43	8:01	68	14
6/19/2016	blogs	Slovenia	1	1:00	0	1
6/19/2016	microblogs	Slovenia	NA	NA	NA	NA
6/19/2016	bookmarks	Slovenia	40	6:00	22	34
6/19/2016	images	Slovenia	100	0:00	97	6
6/19/2016	all	Slovenia	61	7:00	82	11
6/19/2016	blogs	Solomon Islands	2	0:00	0	2
6/19/2016	microblogs	Solomon Islands	100	11:01	19	148
6/19/2016	bookmarks	Solomon Islands	2	3:00	12	14
6/19/2016	images	Solomon Islands	81	2:01	44	44
6/19/2016	all	Solomon Islands	87	6:01	30	63
6/19/2016	blogs	Somalia	2	3:00	0	2
6/19/2016	microblogs	Somalia	NA	NA	NA	NA
6/19/2016	bookmarks	Somalia	28	1:01	10	36
6/19/2016	images	Somalia	52	2:00	50	24
6/19/2016	all	Somalia	64	3:01	22	51
6/19/2016	blogs	South Africa	11	4:00	20	4
6/19/2016	microblogs	South Africa	100	14:01	5	186
6/19/2016	bookmarks	South Africa	36	1:01	16	30
6/19/2016	images	South Africa	100	96:00:00	95	5
6/19/2016	all	South Africa	91	24:01:00	46	48
6/19/2016	blogs	South Korea	8	2:01	12	7
6/19/2016	microblogs	South Korea	100	4:01	9	166
6/19/2016	bookmarks	South Korea	32	1:02	12	28
6/19/2016	images	South Korea	90	3:00	70	25
6/19/2016	all	South Korea	81	2:01	36	52
6/19/2016	blogs	South Sudan	0	1:00	0	0
6/19/2016	microblogs	South Sudan	100	7:01	5	184
6/19/2016	bookmarks	South Sudan	20	2:01	41	20
6/19/2016	images	South Sudan	100	1:03	79	42
6/19/2016	all	South Sudan	86	2:01	41	52
6/19/2016	blogs	Spain	6	2:00	0	1
6/19/2016	microblogs	Spain	82	2:01	0	82
6/19/2016	bookmarks	Spain	42	9:01	4	40
6/19/2016	images	Spain	100	1:00	75	25
6/19/2016	all	Spain	68	7:01	46	35
6/19/2016	blogs	Sri Lanka	4	2:01	0	3
6/19/2016	microblogs	Sri Lanka	100	2:01	14	156
6/19/2016	bookmarks	Sri Lanka	18	6:01	0	40
6/19/2016	images	Sri Lanka	100	5:01	76	48
6/19/2016	all	Sri Lanka	82	2:01	41	50
6/19/2016	blogs	Sudan	2	1:00	0	2
6/19/2016	microblogs	Sudan	100	3:00	3	154
6/19/2016	bookmarks	Sudan	28	2:01	31	26
6/19/2016	images	Sudan	100	1:00	95	5
6/19/2016	all	Sudan	79	3:01	51	39
6/19/2016	blogs	Suriname	0	2:00	0	0
6/19/2016	microblogs	Suriname	NA	NA	NA	NA
6/19/2016	bookmarks	Suriname	2	5:01	9	20
6/19/2016	images	Suriname	100	0:00	53	35
6/19/2016	all	Suriname	80	7:01	44	47
6/19/2016	blogs	Swaziland	NA	NA	NA	NA
6/19/2016	microblogs	Swaziland	NA	NA	NA	NA
6/19/2016	bookmarks	Swaziland	4	1:02	20	8
6/19/2016	images	Swaziland	96	0:01	58	39
6/19/2016	all	Swaziland	97	1:03	57	43
6/19/2016	blogs	Sweden	6	1:00	0	0
6/19/2016	microblogs	Sweden	100	1:01	4	174
6/19/2016	bookmarks	Sweden	34	2:01	5	32
6/19/2016	images	Sweden	100	0:00	93	14
6/19/2016	all	Sweden	80	2:01	81	15
6/19/2016	blogs	Switzerland	5	2:01	0	1
6/19/2016	microblogs	Switzerland	NA	NA	NA	NA
6/19/2016	bookmarks	Switzerland	34	2:01	5	32
6/19/2016	images	Switzerland	100	1:00	67	33
6/19/2016	all	Switzerland	74	2:01	37	46
6/19/2016	blogs	Syria	20	0:00	0	0
6/19/2016	microblogs	Syria	100	2:01	2	156
6/19/2016	bookmarks	Syria	44	4:00	50	22
6/19/2016	images	Syria	100	0:02	95	5
6/19/2016	all	Syria	100	5:01	52	49
6/19/2016	blogs	Tajikistan	2	1:01	50	1
6/19/2016	microblogs	Tajikistan	NA	NA	NA	NA
6/19/2016	bookmarks	Tajikistan	6	8:01	11	32
6/19/2016	images	Tajikistan	100	1:00	42	80
6/19/2016	all	Tajikistan	37	5:01	35	29
6/19/2016	blogs	Tanzania	3	4:00	0	3
6/19/2016	microblogs	Tanzania	100	16:00	17	156
6/19/2016	bookmarks	Tanzania	12	4:01	19	34
6/19/2016	images	Tanzania	36	0:00	50	7
6/19/2016	all	Tanzania	47	24:01:00	20	42
6/19/2016	blogs	Thailand	6	2:00	0	2
6/19/2016	microblogs	Thailand	100	9:01	3	192
6/19/2016	bookmarks	Thailand	38	1:01	15	32
6/19/2016	images	Thailand	100	85:00:00	90	10
6/19/2016	all	Thailand	90	12:01	43	50
6/19/2016	blogs	Togo	1	1:00	0	1
6/19/2016	microblogs	Togo	100	13:00	2	144
6/19/2016	bookmarks	Togo	8	2:01	6	30
6/19/2016	images	Togo	70	1:00	87	9
6/19/2016	all	Togo	72	7:01	47	40
6/19/2016	blogs	Tonga	0	1:00	0	0
6/19/2016	microblogs	Tonga	100	3:01	12	140
6/19/2016	bookmarks	Tonga	14	1:01	21	30
6/19/2016	images	Tonga	66	1:00	53	27
6/19/2016	all	Tonga	86	2:01	32	62
6/19/2016	blogs	Trinidad and Tobago	2	1:00	0	1
6/19/2016	microblogs	Trinidad and Tobago	100	16:01	5	188
6/19/2016	bookmarks	Trinidad and Tobago	2	7:01	14	24
6/19/2016	images	Trinidad and Tobago	100	1:00	97	3
6/19/2016	all	Trinidad and Tobago	81	13:01	48	44
6/19/2016	blogs	Tunisia	1	0:00	0	1
6/19/2016	microblogs	Tunisia	NA	NA	NA	NA
6/19/2016	bookmarks	Tunisia	12	5:01	5	36
6/19/2016	images	Tunisia	100	0:00	78	30
6/19/2016	all	Tunisia	67	4:01	37	46
6/19/2016	blogs	Turkey	12	2:01	0	0
6/19/2016	microblogs	Turkey	100	1:02	5	174
6/19/2016	bookmarks	Turkey	38	1:01	5	36
6/19/2016	images	Turkey	100	2:00	64	36
6/19/2016	all	Turkey	100	1:01	32	72
6/19/2016	blogs	Turkmenistan	2	0:00	0	2
6/19/2016	microblogs	Turkmenistan	100	6:00	29	108
6/19/2016	bookmarks	Turkmenistan	6	6:01	10	34
6/19/2016	images	Turkmenistan	100	1:00	33	134
6/19/2016	all	Turkmenistan	91	13:01	29	70
6/19/2016	blogs	Tuvalu	NA	NA	NA	NA
6/19/2016	microblogs	Tuvalu	100	3:00	20	154
6/19/2016	bookmarks	Tuvalu	2	1:00	0	4
6/19/2016	images	Tuvalu	100	1:00	56	78
6/19/2016	all	Tuvalu	100	5:00	37	79
6/19/2016	blogs	Uganda	1	2:01	0	1
6/19/2016	microblogs	Uganda	100	1:01	10	174
6/19/2016	bookmarks	Uganda	18	1:02	10	34
6/19/2016	images	Uganda	51	0:00	70	8
6/19/2016	all	Uganda	54	1:01	20	46
6/19/2016	blogs	Ukraine	3	4:00	0	3
6/19/2016	microblogs	Ukraine	100	0:03	12	146
6/19/2016	bookmarks	Ukraine	28	4:01	14	24
6/19/2016	images	Ukraine	100	7:00	95	5
6/19/2016	all	Ukraine	80	2:01	53	37
6/19/2016	blogs	United Arab Emirates	5	3:00	25	3
6/19/2016	microblogs	United Arab Emirates	NA	NA	NA	NA
6/19/2016	bookmarks	United Arab Emirates	8	5:01	9	38
6/19/2016	images	United Arab Emirates	93	1:00	66	31
6/19/2016	all	United Arab Emirates	51	7:01	54	27
6/19/2016	blogs	UAE	7	4:00	0	4
6/19/2016	microblogs	UAE	38	0:00	21	30
6/19/2016	bookmarks	UAE	32	5:01	4	42
6/19/2016	images	UAE	92	0:00	70	26
6/19/2016	all	UAE	52	7:01	50	26
6/19/2016	blogs	United Kingdom	2	0:00	0	1
6/19/2016	microblogs	United Kingdom	NA	NA	NA	NA
6/19/2016	bookmarks	United Kingdom	42	3:01	14	36
6/19/2016	images	United Kingdom	100	3:00	87	13
6/19/2016	all	United Kingdom	63	3:01	58	26
6/19/2016	blogs	Britain	15	2:01	0	4
6/19/2016	microblogs	Britain	NA	NA	NA	NA
6/19/2016	bookmarks	Britain	38	1:01	21	30
6/19/2016	images	Britain	100	3:01	60	38
6/19/2016	all	Britain	65	2:01	50	30
6/19/2016	blogs	Great Britain	8	11:01	0	5
6/19/2016	microblogs	Great Britain	100	91:01:00	3	180
6/19/2016	bookmarks	Great Britain	44	3:01	36	28
6/19/2016	images	Great Britain	100	44:00:00	84	26
6/19/2016	all	Great Britain	57	10:01	71	16
6/19/2016	blogs	UK	9	2:00	0	3
6/19/2016	microblogs	UK	NA	NA	NA	NA
6/19/2016	bookmarks	UK	40	13:00	10	36
6/19/2016	images	UK	100	0:01	27	72
6/19/2016	all	UK	65	15:01	23	47
6/19/2016	blogs	United States	6	1:00	0	1
6/19/2016	microblogs	United States	NA	NA	NA	NA
6/19/2016	bookmarks	United States	44	6:01	13	38
6/19/2016	images	United States	70	9:00	57	29
6/19/2016	all	United States	79	6:01	32	52
6/19/2016	blogs	United States of America	19	7:01	0	4
6/19/2016	microblogs	United States of America	100	1:01	4	192
6/19/2016	bookmarks	United States of America	22	8:01	0	22
6/19/2016	images	United States of America	100	9:00	57	43
6/19/2016	all	United States of America	65	12:01	49	29
6/19/2016	blogs	America	6	2:00	0	1
6/19/2016	microblogs	America	100	2:01	2	152
6/19/2016	bookmarks	America	38	4:01	21	30
6/19/2016	images	America	100	0:00	75	25
6/19/2016	all	America	77	5:01	43	43
6/19/2016	blogs	US	15	2:01	0	5
6/19/2016	microblogs	US	NA	NA	NA	NA
6/19/2016	bookmarks	US	40	2:01	10	36
6/19/2016	images	US	100	1:00	12	88
6/19/2016	all	US	68	3:01	10	56
6/19/2016	blogs	USA	8	3:00	0	2
6/19/2016	microblogs	USA	100	5:01	5	130
6/19/2016	bookmarks	USA	42	3:01	4	40
6/19/2016	images	USA	100	1:00	52	48
6/19/2016	all	USA	77	4:01	28	54
6/19/2016	blogs	Uruguay	6	1:03	0	0
6/19/2016	microblogs	Uruguay	100	6:01	3	178
6/19/2016	bookmarks	Uruguay	18	5:01	19	34
6/19/2016	images	Uruguay	100	1:00	81	19
6/19/2016	all	Uruguay	74	1:01	69	25
6/19/2016	blogs	Uzbekistan	1	0:00	0	1
6/19/2016	microblogs	Uzbekistan	100	1:00	1	186
6/19/2016	bookmarks	Uzbekistan	8	6:00	40	24
6/19/2016	images	Uzbekistan	100	3:01	73	48
6/19/2016	all	Uzbekistan	76	10:01	36	52
6/19/2016	blogs	Vanuatu	8	1:00	14	6
6/19/2016	microblogs	Vanuatu	NA	NA	NA	NA
6/19/2016	bookmarks	Vanuatu	20	7:01	38	22
6/19/2016	images	Vanuatu	100	1:02	65	58
6/19/2016	all	Vanuatu	80	4:01	33	56
6/19/2016	blogs	Vatican City	3	1:00	0	2
6/19/2016	microblogs	Vatican City	100	1:00	3	194
6/19/2016	bookmarks	Vatican City	6	3:01	26	28
6/19/2016	images	Vatican City	94	0:00	84	14
6/19/2016	all	Vatican City	50	3:01	73	15
6/19/2016	blogs	Venezuela	10	2:01	0	2
6/19/2016	microblogs	Venezuela	NA	NA	NA	NA
6/19/2016	bookmarks	Venezuela	32	5:00	6	30
6/19/2016	images	Venezuela	100	0:00	80	20
6/19/2016	all	Venezuela	86	4:01	41	49
6/19/2016	blogs	Vietnam	4	2:00	0	1
6/19/2016	microblogs	Vietnam	100	16:01	12	156
6/19/2016	bookmarks	Vietnam	38	1:01	10	34
6/19/2016	images	Vietnam	100	3:00	66	34
6/19/2016	all	Vietnam	85	4:01	37	53
6/19/2016	blogs	Yemen	4	0:01	25	3
6/19/2016	microblogs	Yemen	NA	NA	NA	NA
6/19/2016	bookmarks	Yemen	24	3:01	29	24
6/19/2016	images	Yemen	75	1:01	84	11
6/19/2016	all	Yemen	66	2:01	42	40
6/19/2016	blogs	Zambia	8	1:00	25	6
6/19/2016	microblogs	Zambia	100	2:01	13	160
6/19/2016	bookmarks	Zambia	6	5:00	25	24
6/19/2016	images	Zambia	93	1:00	64	32
6/19/2016	all	Zambia	95	3:01	37	64
6/19/2016	blogs	Zimbabwe	8	1:01	0	3
6/19/2016	microblogs	Zimbabwe	100	1:03	31	132
6/19/2016	bookmarks	Zimbabwe	28	1:01	9	38
6/19/2016	images	Zimbabwe	99	1:11	65	33
6/19/2016	all	Zimbabwe	86	1:04	43	49
